docno,title,text
en.15.65.147.2008.5.6,Oil pauses near record,"Singapore, May 6 (bdnews24.com/Reuters) - Oil steadied on Tuesday after surging more than $4 to a record over $120 a barrel in the previous session, on a softer US dollar and supply concerns in Iran and Nigeria. US light crude for June delivery rose 19 cents to $120.16 a barrel by 10:32 pm EDT, after rising to a peak of $120.36 a day ago. London Brent crude was up 20 cents at $118.19 a barrel, after touching a record $118.58 on Monday. ""A lot of this is supply-driven, with the market very vulnerable to any disruption in supplies,"" said Mark Pervan, a senior commodities analyst at the Australian & New Zealand Bank. ""We're seeing large oil-producing countries coming up as a question mark,"" he said. Geopolitical uncertainties in Iran lent support after the world's No.4 oil producer said on Monday it would not consider any incentive offered by world powers that would constrain its right to nuclear technology. Iran's nuclear issue added to growing violence in Nigeria, the world's eighth-largest oil exporter, where Royal Dutch Shell had to shut more of its production after a militant attack on Saturday in the oil-rich Niger Delta. Renewed clashes between Turkey and Kurdish rebels in northern Iraq last week also helped lift oil prices. US President George W Bush, who has called upon oil cartel OPEC to increase output to help bring down prices, is expected to talk with officials from Saudi Arabia about the effects of high fuel prices on the US economy on his trip to the world's top exporter later this month. The US dollar, whose softening in the past months has been driving speculative investments in dollar-denominated crude and other commodities, slipped further on Tuesday on continued doubts about the health of the US economy despite upside surprises from recent economic indicators. ""There's a very large short position sitting on oil, and these short positions are being rebuilt at the moment,"" ANZ Bank's Pervan said. US payrolls fell by 20,000 jobs in March, a quarter of the losses expected, government data showed on Friday, while a Monday report from the Institute for Supply Management showed the US service sector grew unexpectedly in April. Later in the week on Wednesday, traders will eye the weekly US government report on inventories, which is expected to show a 1.8 million-barrel build in crude stocks, a 1.1 million-barrel rise in distillate inventories and a 100,000-barrel fall in gasoline stocks"
en.15.65.416.2008.5.7,China's Hu tells Dalai Lama to show `sincerity',"TOKYO, Wed May 7, (bdnews24.com/Reuters) - Chinese President Hu Jintao on Wednesday urged the Dalai Lama and his supporters to show `sincerity' and blamed them for unrest across Tibet and trying to wreck the Beijing Olympics. Hu, speaking after a summit with Japanese Prime Minister Yasuo Fukuda, said that China's recent talks with representatives of Tibet's exiled Buddhist leader, the Dalai Lama, had been ""conscientious and serious"" and that the two sides had agreed to continue contacts. But Hu also blamed the Dalai's supporters for recent unrest across Tibet, saying they were trying to wreck Beijing's showcase Olympic Games in August. ""We hope that the Dalai's side will use its actions to show its sincerity,"" Hu told a press conference in Tokyo, urging the Dalai Lama's side to stop the trouble-making and efforts to split Tibet from China. The Dalai Lama has said he wants autonomy, not full independence, for Tibet, supports the Beijing Games and rejects violence. China says he is not sincere. ""We hope that the Dalai's side will use actions to show its sincerity, and truly stop activities to split the motherland, stop planning and instigating violent activities, and stop activities to wreck the Beijing Olympic Games, creating conditions for the next discussions,"" Hu said. ""We hope that the contacts will achieve positive results."" Earlier on Wednesday, a Chinese state newspaper said the Dalai Lama was trying to blacken its name by internationalizing the Tibet problem. Japan's Fukuda told the same news conference he appreciated China's decision to hold talks with Tibet, and called for the dialogue to continue. ""I rate highly the president's decision to have a dialogue and the fact that talks were held,"" Fukuda said. ""I have high expectations that the dialogue will be held patiently and through that, for the situation to improve and the international community's concerns to be dispelled,"" he added. Last month Fukuda told China's visiting foreign minister Yang Jiechi that he must face the fact that Tibet had become an international problem, contradicting the oft-stated Chinese view that it is a domestic dispute"
en.15.65.102.2008.5.6,Demand slows ahead of gold-buying festival,"MUMBAI, May 6 (bdnews24.com/Reuters) - India's gold demand slowed down on Tuesday ahead of the Akshaya Tritiya festival as prices hardened, denting the appetite of buyers, dealers said. ""Demand is non-existent... possibly because of the higher levels,"" said one dealer in a large private bank in Mumbai. Gold drew overseas investors to its anti-inflationary appeal, inching up in tandem with crude oil that hovered near a record high on supply concerns. A weaker dollar also pushed gold as it generally has as inverse relationship with the metal with the two competing for investors' wealth. In the local market, hopes for a break below 11,000 rupees per 10 grams faded, making traders buy small amounts in preparation for the gold-buying festival in the next two days. An upmarket jeweller, Tanishq -- a division of Titan Industries Ltd -- expected sales to be the same as last year or even higher, based on advance orders before Akshaya Tritiya. ""Demand may be as good as last year, if not better,"" said V. Govind Raj, vice president -- retail and marketing of Tanishq in Bangalore. Akshaya Tritiya, that would end on Thursday, would mark the last phase of the gold-buying season and demand is expected to taper off by the end of May. After that, festivals in September, would usher in the second busy season for precious metals this year"
en.15.65.271.2008.5.4,"China slams Dalai Lama, to talk to his envoys","SHENZHEN, China, May 04 (bdnews24.com/Reuters) - China kept up a barrage of criticism against the Dalai Lama on Sunday, even as envoys of Tibet's exiled spiritual leader went into fence-mending talks with officials, the first since unrest in the mountain region. The eruption of Tibetan riots in March and China's immediate crackdown have prompted anti-China protests that disrupted the international leg of the Olympic torch relay and led to calls for Western leaders to boycott August's Beijing Games. State news agency Xinhua said Chinese government officials would meet the Dalai Lama's envoys on Sunday. It did not reveal the venue, but the Tibetan government-in-exile said the talks would be in the southern boomtown of Shenzhen, near Hong Kong. Security was tight outside the state guest house where the talks were expected to be held. Xinhua identified the Chinese negotiators as Zhu Weiqun and Sitar, both of whom are vice-ministers of the Communist Party's united front work and responsible for winning over religious leaders and ethnic minorities. Lodi Gyari and Kelsang Gyaltsen, the Dalai Lama's representatives in Washington and Switzerland respectively, arrived in China on Saturday. A commentary in the Tibet Daily, mouthpiece of the Tibet regional government, accused the Dalai Lama of being a ""loyal tool of international anti-Chinese forces"". It said the Dalai Lama was ""colluding with international anti-Chinese forces to spread rumors and slander to disrupt and sabotage the Olympic torch relay"". They ""performed utterly shameless anti-China chorus after chorus"", the commentary said, adding that the Dalai Lama is the leader of a political group plotting to split Tibet from China. EXPECTATIONS LOW Some analysts said the condemnation suggested China was in no mood to compromise following riots in Tibet which have stoked Western criticism of its rule there. The Dalai Lama, winner of the 1989 Nobel Peace Prize, has said he objects to violence and supports the Beijing Olympics. China says he is insincere. China ""hoped ... the Dalai side will take credible moves to stop activities aimed at splitting China"", stop plotting and inciting violence and stop disrupting and sabotaging the Beijing Olympic Games so as to create conditions for talks"", Xinhua said, quoting an unnamed official. But Chhime Chhoekyapa, a senior aide to the Dalai Lama, said the exiled government ""can't have great expectations"" from the talks. There have been six rounds of dialogue between China and the Dalai Lama's envoys since 2002, with no breakthrough. China proposed the talks last month after Western governments urged it to open new dialogue with the Dalai Lama, who says he wants a high level of autonomy, not independence, for the predominantly Buddhist Himalayan homeland he fled in 1959. China says the rioting in Tibet's capital, Lhasa, in March killed 18 ""innocent civilians"" and a police officer. It has not specified how many, if any, protesters have died but says troops used maximum restraint and avoided using lethal weapons. Exiled groups say many more Tibetans have died in the crackdown. The Tibetan government-in-exile estimated this week 203 Tibetans might have died in the unrest since March 10."
en.15.65.304.2008.5.1,"Fed lowers rates, hints cuts may be at end","Washington,May 1 (bdnews24.com/Reuters) - The Federal Reserve lowered interest rates by a modest quarter percentage point on Wednesday, as expected, and hinted the move could be the last in a series meant to buffer the economy from a credit crunch and housing downturn. The Fed, however, kept its options open and nodded to ongoing financial market stress, tight credit and the deepening housing contraction, leaving some market participants guessing rates could still move lower. The central bank's action takes the bellwether federal funds rate target, which banks charge each other for overnight loans, to 2 percent -- the lowest since December 2004. It was the seventh cut in a campaign that has brought the key lending rate down by 3.25 percentage points since mid-September. The Fed also on Wednesday cut the discount rate it charges on direct loans to banks by a matching quarter point. ""The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time and to mitigate risks to economic activity,"" the central bank said. Two officials -- Dallas Federal Reserve Bank President Richard Fisher and Philadelphia Fed chief Charles Plosser -- dissented from the decision, preferring to hold rates steady. In addition to citing the ""substantial"" rate reductions now in place, the Fed took note of rising prices for energy and other commodities and dropped a phrase contained in its last announcement that ""downside risks to growth remain."" It also shifted away from a promise to ""act in a timely manner"" to a softer commitment to ""act as needed."" WATCHING AND WAITING Taken together, analysts said the changes suggested policy-makers were now willing to sit back to see if the economy, which some think may be in recession, picks up speed. The Fed is ""basically telling you that unless their outlook for the real economy deteriorates further, they will stay at 2 percent,"" Mohamed El-Erian, co-chief executive officer of Pacific Investment Management Co (PIMCO), told Reuters. On Wall Street, US stock indexes closed slightly lower, while prices for government bonds rose. The dollar weakened against the euro, but traded flat against the yen. A Reuters poll of 19 top bond firms that deal directly with the Fed in the markets found them split on the question of whether the Fed had now done enough to support the economy. Ten of the so-called primary dealers said the Fed was not done yet, with eight saying it was. One of the dealers surveyed did not offer an opinion. The median forecast, however, pointed to a further quarter-point cut in the fed funds rate by year-end. President George W Bush on Tuesday said the US economy faced a ""tough time,"" a point underscored on Wednesday by a report that showed U.S. gross domestic product expanded at a slim 0.6 percent annual rate in the first quarter. While the modest rate of growth was slightly stronger than economists had expected, it reflected a buildup in inventories that may weigh on the economy in the coming months. Other details in the report were decidedly weak. Consumer spending, which accounts for two-thirds of U.S. output, grew at the slowest pace since 2001, business investment fell and home building continued to nosedive, recording the biggest drop in 26 years. At the same time, with US gasoline prices heading toward $4 a gallon and strong global demand pushing up food prices, some Fed officials have worried openly that a desire to bolster the economy could divert the central bank's attention from inflation pressures. LOOKING FOR INFLATION TO MODERATE The Fed said there was some evidence core inflation, which strips out volatile food and energy costs, was easing and it still believed inflation would moderate over time. But it also said uncertainty about the inflation outlook remained high, noting the rise in energy and other commodity prices and some signs inflation expectations had moved up. ""This statement strongly implies that the Fed will be on pause for some time,"" said Joseph Brusuelas, US chief economist at research firm IDEAglobal in New York. ""The risks to the upside vis-a-vis inflation are serious enough to be on hold until the lagged impact of past Fed monetary policy and the fiscal stimulus on its way take hold,"" he said. As part of an economic stimulus plan, tax rebates began flowing to US households this week. Even though the Fed dropped language about downside risks to growth, it said economic activity was weak, with business spending subdued and labor markets softenin"
en.15.65.286.2008.5.5,Mogadishu rocked by food demonstrations,"Mogadishu, Mon May 5, (bdnews24.com/Reuters) - Thousands of Somalis protested in Mogadishu's streets on Monday, angry at food traders refusing to take old currency notes that have been blamed for spiraling inflation, witnesses said. ""The whole city is up in smoke,"" protestor Hussein Abdikadir told Reuters while rolling a tire he said he was planning to burn in the Buulahubey neighborhood of southern Mogadishu. ""Traders have refused to take old notes. Food prices are high and we have nothing to eat. We will protest until the traders agree to take the notes and sell us food,"" he said. The Somali shilling is valued at roughly 34,000 to the dollar -- more than double what is was a year ago -- and many blame counterfeiters who mint the notes for the fall in value. That has been doubly compounded by sharply rising world food prices, leaving many in the lawless Horn of Africa nation of 10 million short of money to buy food, prompting several protests or riots in the past six months"
en.15.65.406.2008.5.6,Austrian incest father planned dungeon for years,"Vienna, May 6 (bdnews24.com/Reuters) - An Austrian man who held his daughter captive for 24 years and fathered seven children with her had planned the construction of her basement prison years in advance, police said on Monday. Elisabeth Fritzl, 42, was kept prisoner in a windowless dungeon under the family home, whose original part was built in the late 19th century while an extension was finished in 1983. ""Already in the planning phase there was an intention to add something within this regular building -- something unknown, something out of sight of the construction authority, a small area, a little secret, a little dungeon,"" said the head of the police investigation, Franz Polzer, at a news conference. Josef Fritzl, 73, in a case that has generated headlines around the world, has admitted keeping Elisabeth in a cellar for 24 years. Three of her children had spent their entire lives underground with her until the case was uncovered just over a week ago. Elisabeth, who says her father abused her from when she was 11 years old, says she was drugged by him and locked up in the basement when she was 18. When her father submitted the plans for the extension of the family home to authorities some 30 years ago, she was around 12 years old. A total of eight doors fitted with locks secured the entrance to the basement prison, police said. Prosecutors are investigating Fritzl for rape, incest, coercion and the death of one of the children, a baby whose remains he burned in a furnace. INCESTUOUS RELATIONSHIP The case unfolded just over a week ago, when the eldest child of the incestuous relationship, a 19-year old daughter, became seriously ill and was taken to hospital. The young woman remains in an artificial coma and needs artificial respiration, said her doctor Albert Reiter on Monday. ""Her condition has somewhat improved and stabilized over the past few days,"" Reiter told the news conference. ""But I cannot give a prognosis on how long she will remain in which condition."" Doctors said that the condition of Elisabeth and her children -- two sons aged 18 and 5 were imprisoned with her -- had improved. ""The light, the fresh air and the balanced nutrition are doing them well,"" said Doctor Berthold Kepplinger from the hospital in Amstetten where the family is being treated. He added that Fritzl, upon the request of his daughter, had provided his prisoners with vitamin D supplements and a UV lamp in an attempt to make up for the missing daylight. Fritzl raised the other three children with his wife, Rosemarie, in the house above ground. To explain the sudden appearance of the children, he told authorities that his daughter had run away to join a sect, returning only to leave the three children on the doorstep of the family home in Amstetten. He burnt the remains of a seventh child who died shortly after birth in the house's furnace. ""The siblings in the house and those in the basement are getting to know each other in a playful way now,"" said Kepplinger. ""The nice thing is that they have started having a little day-to-day life together: the mother and the grandmother are making breakfast, the children are making their beds."
en.15.65.263.2008.5.4,Harmison may retire if fails to regain England place,"LONDON, May 4 (bdnews24.com/Reuters) - Steve Harmison is likely to quit cricket if he fails to win back his England place, the fast bowler said on Sunday. The Durham paceman was dropped after England lost the first test in New Zealand in March and in his absence the team won two matches in a row to take the series 2-1. ""The prospect of playing for England is what drives me and if I felt my chance of doing that was gone the probability is I'd retire from first-class cricket altogether,"" Harmison told the Mail on Sunday newspaper. ""This is not an ultimatum or me trying to impose conditions on anyone. But I am 29 now and if I felt my England career was over I would be tempted to say I want to do something different with my life."" Although Harmison retired from one-day internationals in 2006, he is desperate to add to his haul of 212 test wickets. ""I am absolutely determined to show I have something to offer England,"" he said. ""I certainly do not believe I am finished. ""After a terrible year for me on the field with injuries, operations and so little cricket it is ridiculous, my aim is to bowl fast, take wickets and give the selectors something to think about."" England open the three-match home series against New Zealand with the first test at Lord's starting on May 15"
en.15.65.198.2008.5.3,China orders nationwide fight against fatal virus,"Shanghai, May 03 (bdnews24.com/Reuters) - China ordered authorities across the nation on Saturday to fight hand, foot and mouth disease, after the death of an 18-month-old boy suggested a virus causing the illness had spread from eastern provinces to the south. The boy died in the southern province of Guangdong from a suspected case of the disease that was apparently caused by the enterovirus 71, or EV71, the official Xinhua news agency quoted health authorities there as saying. Twenty-two children have died from hand, foot and mouth disease and over 3,000 people have been infected in Fuyang city, in the eastern province of Anhui, since a mass outbreak of the EV71 intestinal virus began spreading there in early March. ""Local Communist Party and government officials are on high alert. Health authorities are urgently taking measures to prevent the disease and treat seriously ill children,"" the Health Ministry said in a statement. It said special equipment was being installed in children's wards of hospitals to treat patients. Local authorities were strengthening the supervision of food safety and water quality in an effort to stop the disease from spreading. Of the 3,321 people infected, 978 were in hospital and 58 were critically ill or in serious condition, the ministry said. It ordered health authorities across the country to step up monitoring for cases of hand, foot and mouth disease, requiring all cases to be reported within 24 hours. Officials were told to go to nurseries and primary schools to educate staff there on hygiene and prevention methods. The ministry said Chinese scientists would step up research into the disease. REPORTING DELAY The virus began spreading in Anhui in early March, but a delay in reporting it to the public until last weekend triggered heated discussion and criticism in the Chinese media, which said local government officials should be sacked. An initial cover-up of the SARS epidemic in 2003 led to the sacking of Beijing's mayor and the health minister. But health officials say there was no cover-up and the reason for the delay in this case was because medical teams were trying to work out what the illness was. Xinhua did not say whether authorities believed EV71 had spread from Anhui to Guangdong, but official Chinese media reported earlier that the virus had spread from Anhui to the neighboring province of Henan. Hand, foot, and mouth disease, characterized by fever, sores in the mouth and a rash with blisters, is a common illness among infants and children and is usually not fatal, according to the National Center for Infectious Diseases in the United States. But the fatal cases in Fuyang involved complications due to infection by EV71, the World Health Organization said on its Website (www.who.int). The number of hospitalized cases in Fuyang has risen sharply since April 19, and public health experts think cases will keeping rising before peaking around June or July, the WHO said. There is no vaccine or antiviral agent available to treat or prevent EV71. Enteroviruses spread mostly through contact with infected blisters or feces and can cause high fever, paralysis and swelling of the brain. (Editing by John Chalmers)"
en.15.65.76.2008.5.6,NYSE CEO sees 15-20 pct decline in floor brokers,"NEW YORK, May 6 (bdnews24.com/Reuters) - NYSE Euronext Chief Executive Duncan Niederauer said on Monday the New York Stock Exchange's trading floor population could decline 15 percent to 20 percent by the end of the year, excluding American Stock Exchange staffers. The ranks of traders and specialists have been thinned by automation in recent years, and NYSE Euronext last year closed down two of its four trading rooms. A fifth room was closed the year before. ""As we roll out more technology and we change some of the rules, it is easier for more of the risk management of the specialist books to be done remotely, so I think they would need fewer people on the floor."" Niederauer said at the Reuters Exchanges and Trading Summit in New York. ""I wouldn't stand in the way of that, and I could see us just in the main room eventually,"" he said. The trading floor has about 650 license-holders, as well as a couple of hundred non-licenseholders, such as clerical staff, he said. ""Could that go down by another 15 or 20 percent? Sure,"" he said. ""Is it going to zero? Not anytime soon. Probably never."" ""I don't plan to close the trading floor. It is not even on my very long list of things to do. I think it's an important part of our brand and our value proposition."" Niederauer said in periods of market turmoil, such as occurred in January this year and August last year, having experts on hand was a key differentiator. ""When you get into volatile periods, people want to use the floor more, they want to get experts involved, they want human judgment,"" he said. When American Stock Exchange staffers move in, they will move into two rooms, a small equity trading floor and a small options floor, Niederauer said. NYSE Euronext agreed to acquire Amex for $260 million in stock earlier this year. Niederauer said roughly 75 percent of American Stock Exchange staffers will likely lose their jobs in the years after the takeover is completed. ""Even though the deal has not closed yet we have been allowed to indicate to people now if there will a job for them at the NYSE after the merger,"" Niederauer said. ""We've asked people outside that 25 percent (that will be retained) to stay with us during that transitional period,"" he said. Generally, staffing cuts will be across the board rather than focusing on a few particular areas or job levels, he added"
en.15.65.381.2008.5.2,AL asks EC to scrap plan for constituency redrawing,"Dhaka, May 2 (bdnews24.com)The Awami League Friday asked the Election Commission to reverse a plan to redraw parliamentary constituencies. After a presidium meeting at AL acting president Zillur Rahman's Gulshan home, acing general secretary Syed Ashraful Islam said the party formed a three-member committee to find if there was any conspiracy behind the re-demarcation plan. The committee will submit its report in two weeks. ""The Awami League is not against the delimitation of the election constituencies. But the way the commission has planned to do it will hamper the election roadmap,"" the AL leader said. ""The Election Commission is already three months behind schedule to implement the roadmap. Re-demarcation may further delay the election."" EC's move created doubt among people, he said. The EC had earlier proposed to demarcate 50 constituencies, but is now saying it will redraw the borders of 133, Ashraful said. The AL will seek permission from the government Saturday to hold a symbolic hunger strike on May 5 to drum up support for demand for the release of detained party chief Sheikh Hasina. ""If the government doesn't give permission, we will take a decision at a presidium meeting later,"" he said. bdnews"
en.15.65.112.2008.5.1,Nargis on target to hit Myanmar,"Dhaka, May 1 (bdnews24.com)  Tropical cyclone Nargis is on target to strike Myanmar coasts Friday night, but weather warnings have put people in Bangladesh on edge. Satellite images of the Bay of Bengal show a cyclone on track to Bangladesh's Southeast Asian neighbour. ""If this trend continues, it is highly likely for the cyclone to bypass Bangladesh,"" chief meteorologist Sujit Kumar Deb Sharma of Bangladesh weather office told bdnews24.com late Thursday night. But Nargis is changing directions frequently and it is too early to say anything precisely, he said. ""Its behaviour is erratic,"" he said. bdn"
en.15.65.459.2008.5.4,Over 200 dead in Myanmar cyclone,"Yangon, May 04 (bdnews24.com/Reuters) - More than 200 people have been killed in military-ruled Myanmar by a Category 3 cyclone that ripped through Yangon and the Irrawaddy delta, where it flattened two towns, officials and state media said on Sunday. Packing winds of 190 km (120 miles) per hour when it hit on Saturday morning, Cyclone Nargis devastated the former Burma's leafy main city, littering the streets with overturned cars, fallen trees and debris from battered buildings. ""Utter war zone,"" one Yangon-based diplomat said in an email to Reuters in Bangkok. ""Trees across all streets. Utility poles down. Hospitals devastated. Clean water scarce."" A government official in Naypyidaw, the ruling general's new capital 240 miles to the north, said the latest death toll was more than 200. The BBC, citing a report on state television, said 243 people were dead and more than 20,000 homes were destroyed. State MRTV later said the death toll was 241, including 19 in Yangon and 222 killed in the hardest-hit Irrawaddy division southwest of the former capital. Official newspapers in Yangon said only one in four buildings were left standing in Laputta and Kyaik Lat, two towns deep in the rice-producing delta and accessible mainly by boat. There were no details of casualties. In Yangon, many roofs were ripped off even sturdy buildings, suggesting damage would be severe in the shanty towns that sit on the outskirts of the sprawling riverside city of 5 million. Foreign aid workers, whose movements are restricted by the ruling military junta, had not managed to reach many impoverished areas to assess the impact. ""I have never seen anything like it,"" one retired government worker told Reuters. ""It reminded me of when Hurricane Katrina hit the United States."" Although the sun was shining by Sunday morning, the former capital was without power and water, and food prices had doubled, with many storeholders unsure of when they would be able to replenish stocks. Most shops had sold out of candles. An Electricity Board official said it was impossible to know when the power supply -- hit-and-miss at the best of times in one of Asia's poorest countries -- would be restored. ""We still have to clear the mess,"" the official, who did not want to be named, said. United Nations disaster experts said it would be days before the full extent of the damage was known in a country ruled since 1962 by secretive and ruthless military regimes. Bunkered down in Naypyidaw, the junta's top brass will almost certainly have avoided the worst of the storm. The military authorities declared a disaster in five states and state media carried footage of soldiers clearing trees from roads and Prime Minister Thein Sein, a lieutenant-general, meeting people sheltering in a Buddhist pagoda. DEATH TOLL COULD CLIMB The death toll could climb yet further as authorities slowly make contact with outlying towns and villages along the coast, where weather forecasters had predicted a storm surge of up to 12 feet. They are also likely to uncover victims beneath some of the buildings that collapsed in Yangon under the force of the cyclone, which had been gathering steam for several days in the tropical waters of the Bay of Bengal. ""It was a direct hit on a major city,"" said Terje Skavdal, regional head of the U.N. Office for the Coordination of Humanitarian Affairs (UNOCHA). ""The government did warn people to stay inside and that might have had an impact, but the material damage is enormous for sure,"" Skavdal said. The U.N. had made an offer of assistance but was yet to receive a response from the junta, he added. It remains to be seen what impact the storm will have on a referendum on an army-drafted constitution scheduled for May 10. The charter is part of a ""roadmap to democracy"" meant to culminate in multiparty elections in 2010 and end nearly five decades of military rule. The opposition and Western governments say it allows the army to retain too much control. An official at Yangon International Airport said all incoming flights had been diverted to the second city of Mandalay, in the middle of the southeast Asian nation, and all departures from Yangon had been cancelled. Thai Airways in Bangkok said flights would not resume before Monday. State media said four vessels sank in Yangon harbor, and jetties in ports had come loose. By 0900 GMT (5:00 a.m. EDT), Nargis had tracked northeast into northern Thailand, where it was dumping large amounts of rain but with dramatically reduced wind speeds."
en.15.65.222.2008.5.2,Nargis shows its 'eye',"Dhaka, May 2 (bdnews24.com)  Very Severe Cyclonic Storm ""Nargis"" in the Bay of Bengal has weakened a little to 100 knots and has tracked mainly Eastwards in the last Twenty hours. The Eye is clearly visible. Nargis is expected to strike the Irawaddy Delta Coast of Myanmar by afternoon of 2nd May 2008 IST, said gujaratweather.com in its 9:30 IST weather bulletin. The severe cyclonic storm 'Nargis' over east central Bay and adjoining northeast Bay moved slightly eastwards over the same area and was centred at 6 am Friday about 700 km south of chittagong port, 605 km south of Cox's Bazar and 760 km south-southeast of Mongla port, Storm Warning Centre special weather bulletin issued Friday at 9:01 am said. Under the peripheral influence of the storm, the lowlying areas of the coastal districts of Cox's Bazar, Chittagong, Noakhali, Laxmipur, Bhola and their offshore islands and chars are likely to be inundated by storm surge of height 3-5 feet above normal astronomical tide. Maximum sustained wind speed within 64 km of the storm centre is about 90 km per hour rising to 115 km per hour in gusts/squalls. Sea will remain high. Maritime ports of Chittagong and Cox's Bazar have been advised to keep hoisted local warning signal no two and Mongla seaport has been advised to keep hoisted distant warning signal number two. All fishing boats and trawlers over north Bay have been advised to remain in shelter till further notice."
en.15.65.68.2008.5.1,Lampard battles through inner turmoil to inspire victory,"LONDON, May 1 (bdnews24.com/Reuters) - Frank Lampard controlled his inner turmoil and scored with a brilliantly taken penalty to put Chelsea within sight of their first Champions League final on Wednesday. The 29-year-old England midfielder, whose mother Pat died at 58 from pneumonia last Thursday, then let his guard down and wept with emotion while his celebrating team mates swamped him. The goal, after 98 minutes of a pulsating Champions League semi-final second leg against Liverpool, turned the match Chelsea's way, put them 2-1 ahead and in sight of the final in Moscow. Seven minutes later Didier Drogba scored his second goal of the night to make it 3-1 and although Liverpool hit back through Ryan Babel, Chelsea survived to win 4-3 on aggregate and set up an all-English final against Manchester United on May 21. Lampard, so often Chelsea's driving force and saviour, had a night to remember. Television pictures showed his father Frank senior, the former West Ham United player, looking on with proud satisfaction after the penalty. His son had not only put Chelsea ahead but also played a major role in Chelsea's opening goal, setting up the move that led to Drogba scoring after 33 minutes. He was crucial to much of Chelsea's midfield superiority on a heavy pitch lashed by rain for almost all the 120 minutes of the match. Although he had not trained as much as usual since his mother's death, Lampard still had the physical and mental strength to influence the game hugely until he came off to a standing ovation close to the end. Chelsea manager Avram Grant said he had decided to select Lampard on Tuesday. ""He's a very brave man. He was very close to his mother,"" Grant said. ""It was his decision to return to training."" Drogba paid tribute to his team mate. ""It was very special penalty,"" he said. ""Only Frank Lampard could do that. It was a difficult moment for him but he knew the whole club was behind him."
en.15.65.19.2008.5.2,CHT arson victims stare into dreary future: report,"Dhaka, May 2 (bdnews24.com)Seven bordering villages at remote Sajek in Baghaihat of Chittagong Hill Tracts wear a desolate look after the April 20 arson attack that erased 123 houses. A team of politicians, teachers and social workers from Dhaka visited the area on April 27 and disclosed their findings from a press conference Friday. Unidentified arsonists burnt the houses, leaving a trail of devastation. Gangaram Mukh village suffered the most. Of the destroyed houses, 79 belonged to Bangalee settlers and 53 to indigenous people. Jahangirnagar University teacher Manosh Chowdhury read out a written statement to reporters at Dhaka Reports Unity (DRU). Biplobi Oikya Forum leader Moshrefa Mishu and Jatiya Chhatra Front leader Shahadat Hossain and Monjurul Ahsan of Sangskritir Naya Sethu were present. According to the statement, the affected villagers are passing ""inhuman days without shelter"". The Bangalee settlers were sheltered under government supervision but the indigenous community is spending their days in Buddhist temples and houses of their relatives. Many retreated into the deep jungle, the statement said. Rights campaigners demanded formation of a judicial committee to probe the Sajek incident, publication of a report on the latest human-rights situation in the CHT and an end to land grabbing. bdnew"
en.15.65.126.2008.5.3,China condemns Dalai Lama ahead of planned talks,"Beijing, May 03 (bdnews24.com/Reuters) - Beijing lambasted the Dalai Lama as a criminal on Saturday as representatives of the exiled Buddhist leader headed for a meeting in southern China on the most serious unrest in Tibet for nearly two decades. The barrage of criticism suggested the government was in no mood to compromise following riots and protests in Tibet, which have shaken China's preparations for the Beijing Olympics and stoked Western criticism of its rule in the mountain region. ""Patriotic people of Tibet strongly condemn and vehemently denounce the litany of crimes committed by the 14th Dalai Lama and his followers,"" said the official Tibet Daily, according to the region's official news Website (www.chinatibetnews.com). ""They (the aides) should have reached China ... we can't have great expectations (about the talks),"" Chhime Chhoekyapa, a senior aide to the Dalai Lama, told Reuters in Dharamsala. He said the venue for the meeting would be Shenzhen, a boomtown across the border from Hong Kong in southern China. The Olympic torch's world tour has been dogged by protests over China's rule in Tibet that have angered Beijing and provoked counter-rallies both at home and abroad by patriotic Chinese. China proposed the talks last week after Western governments urged it to open new dialogue with the Dalai Lama, who says he wants a high level of autonomy and religious freedom for the homeland he fled in 1959. ""BOUT OF MADNESS"" The Tibet Daily repeated charges that the Dalai Lama's ""clique"" orchestrated deadly riots on March 14 in the regional capital, Lhasa, to wreck preparations for August's Olympics. ""The Dalai clique's hopes of achieving Tibetan independence are increasingly dim, and at this time when their hopes have been destroyed, the Dalai clique launched a bloody violent event -- their last bout of madness,"" said the paper. The overseas edition of the People's Daily, the official paper of China's ruling Communist Party, said in a commentary on Saturday that the Dalai's claims that Tibetans lack religious freedom was a figleaf for seeking the region's independence. ""The religion issue is merely a card played by the Dalai clique to garner sympathy from some people,"" it said. The Dalai Lama has said he objects to violence and supports the Beijing Olympics. China says he is insincere. China says the rioting in Lhasa in March killed 18 ""innocent civilians"" and a police officer. It has not clearly specified how many, if any, rioters or protesters have died but says troops used maximum restraint and avoided using lethal weapons. Exiled groups claim many more Tibetans have died in the crackdown. The Tibetan government-in-exile estimated this week that 203 Tibetans may have died in the unrest since March 10. The envoys heading for China for what the Tibetan side called ""informal talks"" are Lodi Gyaltsen Gyari and Kelsang Gyaltsen, both senior and experienced Dalai representatives, experts say. There have been six rounds of dialogue between China and the Dalai Lama's envoys since 2002 with no breakthrough."
